Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A Spectral Count	B Spectral Count	C Spectral Count	D Spectral Count	E Spectral Count	A Unique Spectral Count	B Unique Spectral Count	C Unique Spectral Count	D Unique Spectral Count	E Unique Spectral Count	A Total Spectral Count	B Total Spectral Count	C Total Spectral Count	D Total Spectral Count	E Total Spectral Count	A Intensity	B Intensity	C Intensity	D Intensity	E Intensity	Indistinguishable Proteins
sp|A0A1B0GWB2|PRT1B_HUMAN	A0A1B0GWB2	PRT1B_HUMAN	PRRT1B	263	Homo sapiens	3:Protein inferred from homology	Proline rich transmembrane protein 1B	0.9751	0.9989	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	9986689.0	0.0	
sp|A0A1B0GX49|TVB64_HUMAN	A0A1B0GX49	TVB64_HUMAN	TRBV6-4	114	Homo sapiens	3:Protein inferred from homology	T cell receptor beta variable 6-4	0.6197	0.9752	1	4	4	4	0	0	1	2	1	0	0	1	2	1	0	0	1	2	1	0.0	0.0	1912108.1	4.7999E7	6431742.5	
sp|A0A1W2PPF3|DUXB_HUMAN	A0A1W2PPF3	DUXB_HUMAN	DUXB	345	Homo sapiens	2:Experimental evidence at transcript level	Double homeobox protein B	0.5415	0.9661	1	2	2	2	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0.0	0.0	5556475.0	0.0	8626367.0	
sp|A0A1W2PQ72|MSD7_HUMAN	A0A1W2PQ72	MSD7_HUMAN	MSANTD7	361	Homo sapiens	4:Protein predicted	Myb/SANT-like DNA-binding domain-containing protein 7	0.9998	0.999	3	6	6	6	1	0	1	2	2	1	0	1	2	2	1	0	1	2	2	4.3731188E7	0.0	5923022.5	8.896864E7	4.0992944E7	
sp|A0A2R8Y7D0|TINCR_HUMAN	A0A2R8Y7D0	TINCR_HUMAN	TINCR	120	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin domain-containing protein TINCR	0.6991	0.9825	1	2	2	2	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	2.5049058E7	0.0	1.1649013E7	0.0	0.0	
sp|A0A2Z4LIS9|FXO3B_HUMAN	A0A2Z4LIS9	FXO3B_HUMAN	FOXO3B	290	Homo sapiens	1:Experimental evidence at protein level	Forkhead box protein O3B	0.9993	0.999	2	8	6	8	1	1	2	1	3	1	1	1	1	2	1	1	2	1	3	2.278601E7	1.1444115E7	4.500425E7	3.1987312E7	6.980652E7	
sp|A0A3B3IRV3|MCTS2_HUMAN	A0A3B3IRV3	MCTS2_HUMAN	MCTS2	181	Homo sapiens	3:Protein inferred from homology	Malignant T-cell-amplified sequence 2	1.0	0.999	4	12	12	41	1	2	5	2	2	1	2	5	2	2	8	7	10	9	7	7.465153E7	6.814943E7	1.443486E8	8.092371E7	9.491456E7	
sp|A0A5B6|TVB28_HUMAN	A0A5B6	TVB28_HUMAN	TRBV28	114	Homo sapiens	1:Experimental evidence at protein level	T cell receptor beta variable 28	0.7179	0.984	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	2679317.2	0.0	
sp|A0AUZ9|KAL1L_HUMAN	A0AUZ9	KAL1L_HUMAN	KANSL1L	987	Homo sapiens	1:Experimental evidence at protein level	KAT8 regulatory NSL complex subunit 1-like protein	0.4042	0.9425	2	4	4	4	3	1	0	0	0	3	1	0	0	0	3	1	0	0	0	1.0260541E8	9089227.0	0.0	0.0	0.0	
sp|A0AV02|S12A8_HUMAN	A0AV02	S12A8_HUMAN	SLC12A8	714	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 12 member 8	1.0	0.999	7	19	19	19	5	0	6	2	6	5	0	6	2	6	5	0	6	2	6	1.4761696E8	0.0	1.7446168E8	2.9161794E7	2.1052702E8	
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	1.0	0.999	17	145	130	145	26	21	34	31	33	25	20	32	28	25	26	21	34	31	33	4.1724954E9	4.527134E9	4.500946E9	7.0827274E9	5.3927455E9	
sp|A0AVF1|IFT56_HUMAN	A0AVF1	IFT56_HUMAN	IFT56	554	Homo sapiens	1:Experimental evidence at protein level	Intraflagellar transport protein 56	1.0	0.999	15	65	65	65	11	12	13	13	16	11	12	13	13	16	11	12	13	13	16	9.2658534E8	6.834182E8	1.2008105E9	1.5682145E9	2.6721912E9	
sp|A0AVI4|TM129_HUMAN	A0AVI4	TM129_HUMAN	TMEM129	362	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TM129	0.9764	0.999	1	2	2	2	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	2.041884E7	0.0	0.0	0.0	1.7746782E7	
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 6	1.0	0.999	33	310	310	310	61	50	70	70	59	61	50	70	70	59	61	50	70	70	59	1.7970553E10	1.3628185E10	1.4971103E10	2.2438746E10	1.9274881E10	
sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	921	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-2	1.0	0.999	23	235	235	235	49	36	52	51	47	49	36	52	51	47	49	36	52	51	47	1.3547114E10	8.5395727E9	8.946328E9	1.2643309E10	1.1843711E10	
sp|A0JLT2|MED19_HUMAN	A0JLT2	MED19_HUMAN	MED19	244	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 19	1.0	0.999	5	29	29	29	3	5	5	7	9	3	5	5	7	9	3	5	5	7	9	2.729378E8	3.799026E8	6.0264806E8	8.89809E8	7.5395814E8	
sp|A0JNW5|BLT3B_HUMAN	A0JNW5	BLT3B_HUMAN	BLTP3B	1464	Homo sapiens	1:Experimental evidence at protein level	Bridge-like lipid transfer protein family member 3B	1.0	0.999	26	117	117	117	18	17	22	32	28	18	17	22	32	28	18	17	22	32	28	1.2521765E9	1.2924169E9	1.7067932E9	2.0756234E9	2.5074278E9	
sp|A0MZ66|SHOT1_HUMAN	A0MZ66	SHOT1_HUMAN	SHTN1	631	Homo sapiens	1:Experimental evidence at protein level	Shootin-1	1.0	0.999	36	426	426	426	85	69	75	105	92	85	69	75	105	92	85	69	75	105	92	3.8142484E10	3.6731822E10	3.4928484E10	6.226452E10	7.0071935E10	
sp|A0PJE2|DHR12_HUMAN	A0PJE2	DHR12_HUMAN	DHRS12	317	Homo sapiens	2:Experimental evidence at transcript level	Dehydrogenase/reductase SDR family member 12	0.9762	0.999	2	2	2	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0.0	0.0	0.0	1.5817767E7	5467656.0	
sp|A0PJW6|TM223_HUMAN	A0PJW6	TM223_HUMAN	TMEM223	202	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 223	0.9759	0.999	1	8	8	8	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	5.30858E7	5.8156016E7	4.0288588E7	1.01556904E8	6.922862E7	
sp|A0PJZ3|GXLT2_HUMAN	A0PJZ3	GXLT2_HUMAN	GXYLT2	443	Homo sapiens	2:Experimental evidence at transcript level	Glucoside xylosyltransferase 2	1.0	0.999	4	16	16	16	2	3	2	7	2	2	3	2	7	2	2	3	2	7	2	6.247589E7	9.442733E7	3.5443456E7	2.6150429E8	4.4993827E8	
sp|A0PK00|T120B_HUMAN	A0PK00	T120B_HUMAN	TMEM120B	339	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 120B	1.0	0.999	6	27	27	27	6	5	5	4	7	6	5	5	4	7	6	5	5	4	7	6.86321E8	1.1318227E9	3.1425738E8	2.904508E8	4.3463808E8	
sp|A1A4S6|RHG10_HUMAN	A1A4S6	RHG10_HUMAN	ARHGAP10	786	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 10	1.0	0.999	20	91	91	91	20	11	23	17	20	20	11	23	17	20	20	11	23	17	20	1.53215E9	6.934929E8	1.5995841E9	1.6384663E9	1.3192941E9	
sp|A1A519|F170A_HUMAN	A1A519	F170A_HUMAN	FAM170A	330	Homo sapiens	2:Experimental evidence at transcript level	Protein FAM170A	0.5025	0.9606	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	7717542.0	
sp|A1A5B4|ANO9_HUMAN	A1A5B4	ANO9_HUMAN	ANO9	782	Homo sapiens	1:Experimental evidence at protein level	Anoctamin-9	1.0	0.999	6	22	22	22	5	6	4	4	3	5	6	4	4	3	5	6	4	4	3	2.3364341E8	2.5394438E8	1.467311E8	1.3216648E8	6.659357E7	
sp|A1A5C7|S22AN_HUMAN	A1A5C7	S22AN_HUMAN	SLC22A23	686	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 22 member 23	1.0	0.999	4	12	12	12	2	1	2	3	4	2	1	2	3	4	2	1	2	3	4	6.769773E7	6.9760184E7	6.1582136E7	1.467757E8	2.6841197E8	
sp|A1A5D9|BICL2_HUMAN	A1A5D9	BICL2_HUMAN	BICDL2	508	Homo sapiens	1:Experimental evidence at protein level	BICD family-like cargo adapter 2	1.0	0.999	15	54	54	54	10	7	10	13	14	10	7	10	13	14	10	7	10	13	14	6.497031E8	4.012289E8	3.4323312E8	4.3972214E8	1.0993454E9	
sp|A1IGU5|ARH37_HUMAN	A1IGU5	ARH37_HUMAN	ARHGEF37	675	Homo sapiens	2:Experimental evidence at transcript level	Rho guanine nucleotide exchange factor 37	1.0	0.999	10	47	47	47	10	7	8	10	12	10	7	8	10	12	10	7	8	10	12	1.1702989E9	8.5350106E8	6.185942E8	2.1142156E9	1.5616344E9	
sp|A1KZ92|PXDNL_HUMAN	A1KZ92	PXDNL_HUMAN	PXDNL	1463	Homo sapiens	1:Experimental evidence at protein level	Probable oxidoreductase PXDNL	1.0	0.999	15	31	31	31	15	0	5	7	4	15	0	5	7	4	15	0	5	7	4	1.120817E9	0.0	8.085976E7	3.067833E8	7.497487E7	
sp|A1L020|MEX3A_HUMAN	A1L020	MEX3A_HUMAN	MEX3A	520	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein MEX3A	1.0	0.999	9	41	41	41	12	4	10	6	9	12	4	10	6	9	12	4	10	6	9	6.510846E8	1.1561162E8	3.358939E8	2.411882E8	6.0132397E8	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	9	69	69	69	15	11	15	14	14	15	11	15	14	14	15	11	15	14	14	2.711314E9	1.8694849E9	2.9076744E9	2.1040594E9	5.041198E9	
sp|A1L157|TSN11_HUMAN	A1L157	TSN11_HUMAN	TSPAN11	253	Homo sapiens	2:Experimental evidence at transcript level	Tetraspanin-11	0.9764	0.999	1	4	4	4	1	0	1	0	2	1	0	1	0	2	1	0	1	0	2	4.0142852E7	0.0	601650.75	0.0	3.78057E7	
sp|A1L170|CA226_HUMAN	A1L170	CA226_HUMAN	C1orf226	272	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C1orf226	1.0	0.999	6	42	42	42	8	7	9	10	8	8	7	9	10	8	8	7	9	10	8	4.7648166E8	1.8827306E8	1.6644475E8	4.7165843E8	2.396561E8	
sp|A1L390|PKHG3_HUMAN	A1L390	PKHG3_HUMAN	PLEKHG3	1219	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family G member 3	1.0	0.999	13	51	43	51	10	5	13	12	11	8	5	11	10	9	10	5	13	12	11	1.2327876E9	4.630619E8	6.553474E8	6.16961E8	1.0840287E9	
sp|A1L3X0|ELOV7_HUMAN	A1L3X0	ELOV7_HUMAN	ELOVL7	281	Homo sapiens	1:Experimental evidence at protein level	Very long chain fatty acid elongase 7	0.96	0.9983	1	2	2	2	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	5.2784228E7	3.5985116E7	0.0	0.0	0.0	
sp|A1L4H1|SRCRL_HUMAN	A1L4H1	SRCRL_HUMAN	SSC5D	1573	Homo sapiens	1:Experimental evidence at protein level	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	1.0	0.999	16	101	101	101	15	20	18	29	19	15	20	18	29	19	15	20	18	29	19	2.7557642E9	2.7721807E9	1.0319326E9	2.915363E9	2.0055342E9	
sp|A1X283|SPD2B_HUMAN	A1X283	SPD2B_HUMAN	SH3PXD2B	911	Homo sapiens	1:Experimental evidence at protein level	SH3 and PX domain-containing protein 2B	1.0	0.999	28	221	221	221	48	25	47	53	48	48	25	47	53	48	48	25	47	53	48	1.2934653E10	6.818865E9	9.107043E9	1.193037E10	1.4393207E10	
sp|A1XBS5|CBAR1_HUMAN	A1XBS5	CBAR1_HUMAN	CIBAR1	289	Homo sapiens	1:Experimental evidence at protein level	CBY1-interacting BAR domain-containing protein 1	1.0	0.999	2	12	12	12	2	2	3	2	3	2	2	3	2	3	2	2	3	2	3	1.00424776E8	6.052795E7	1.4641938E8	2.9733284E7	1.4115221E8	
sp|A1YPR0|ZBT7C_HUMAN	A1YPR0	ZBT7C_HUMAN	ZBTB7C	619	Homo sapiens	2:Experimental evidence at transcript level	Zinc finger and BTB domain-containing protein 7C	1.0	0.999	4	11	11	11	1	1	2	4	3	1	1	2	4	3	1	1	2	4	3	3.589959E7	1.6498808E7	5.439469E7	6.87943E7	3.826812E7	
sp|A1Z1Q3|MACD2_HUMAN	A1Z1Q3	MACD2_HUMAN	MACROD2	425	Homo sapiens	1:Experimental evidence at protein level	ADP-ribose glycohydrolase MACROD2	1.0	0.999	6	40	40	40	8	2	9	10	11	8	2	9	10	11	8	2	9	10	11	3.3217357E8	1.6877084E7	2.4311446E8	3.178667E8	4.720751E8	
sp|A2A288|ZC12D_HUMAN	A2A288	ZC12D_HUMAN	ZC3H12D	527	Homo sapiens	1:Experimental evidence at protein level	Probable ribonuclease ZC3H12D	1.0	0.999	10	36	27	36	9	5	5	9	8	7	4	3	7	6	9	5	5	9	8	4.2248662E8	2.7129034E8	2.7612042E8	3.049496E8	3.657284E8	
sp|A2A2Y4|FRMD3_HUMAN	A2A2Y4	FRMD3_HUMAN	FRMD3	597	Homo sapiens	1:Experimental evidence at protein level	FERM domain-containing protein 3	1.0	0.999	3	6	6	6	3	2	0	0	1	3	2	0	0	1	3	2	0	0	1	3.2206467E8	1.0857921E8	0.0	0.0	5004101.5	
sp|A2A3K4|PTPC1_HUMAN	A2A3K4	PTPC1_HUMAN	PTPDC1	754	Homo sapiens	1:Experimental evidence at protein level	Protein tyrosine phosphatase domain-containing protein 1	1.0	0.999	15	41	41	41	7	5	9	9	11	7	5	9	9	11	7	5	9	9	11	2.734281E8	3.1904477E8	1.0822447E8	1.6191435E8	3.9106688E8	
sp|A2A3N6|PIPSL_HUMAN	A2A3N6	PIPSL_HUMAN	PIPSL	862	Homo sapiens	5:Protein uncertain	Putative PIP5K1A and PSMD4-like protein	0.9947	0.999	7	3	3	60	0	0	1	1	1	0	0	1	1	1	15	11	12	11	11	0.0	0.0	1.401624E7	2.282328E7	1.12289E7	
sp|A2AJT9|BCLA3_HUMAN	A2AJT9	BCLA3_HUMAN	BCLAF3	711	Homo sapiens	1:Experimental evidence at protein level	BCLAF1 and THRAP3 family member 3	1.0	0.999	16	60	60	60	12	6	14	11	17	12	6	14	11	17	12	6	14	11	17	6.1886176E8	4.073354E8	4.1669594E8	4.9518358E8	9.938668E8	
sp|A2IDD5|CCD78_HUMAN	A2IDD5	CCD78_HUMAN	CCDC78	438	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 78	0.9764	0.999	1	2	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0.0	0.0	0.0	0.0	3804780.5	
sp|A2RRD8|ZN320_HUMAN	A2RRD8	ZN320_HUMAN	ZNF320	509	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 320	0.9725	0.9988	4	6	2	28	1	1	1	2	1	0	0	0	1	1	6	4	4	6	8	7.2406904E7	3.861532E7	2.014694E7	6.1784028E7	1.2383105E7	
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS_HUMAN	NBAS	2371	Homo sapiens	1:Experimental evidence at protein level	NBAS subunit of NRZ tethering complex	1.0	0.999	42	292	292	292	63	49	68	59	53	63	49	68	59	53	63	49	68	59	53	1.0706401E10	7.027818E9	7.6230267E9	9.38439E9	1.3646116E10	
sp|A2RTX5|SYTC2_HUMAN	A2RTX5	SYTC2_HUMAN	TARS3	802	Homo sapiens	1:Experimental evidence at protein level	Threonine--tRNA ligase 2, cytoplasmic	1.0	0.999	17	89	89	93	17	14	22	18	18	17	14	22	18	18	17	14	23	20	19	1.01313344E9	4.5416154E8	7.862288E8	9.6622374E8	9.015876E8	
sp|A2RU48|SMCO3_HUMAN	A2RU48	SMCO3_HUMAN	SMCO3	225	Homo sapiens	1:Experimental evidence at protein level	Single-pass membrane and coiled-coil domain-containing protein 3	1.0	0.999	7	20	20	20	2	1	2	12	3	2	1	2	12	3	2	1	2	12	3	1.6624613E8	2.974118E7	2.1218854E8	3.1866335E9	8.903202E7	
sp|A2RU49|HYKK_HUMAN	A2RU49	HYKK_HUMAN	HYKK	373	Homo sapiens	1:Experimental evidence at protein level	Hydroxylysine kinase	1.0	0.999	4	10	10	10	2	2	1	2	3	2	2	1	2	3	2	2	1	2	3	9.391539E7	4.3525664E7	4.0109772E7	3.0436472E7	1.3851614E8	
sp|A2RU67|F234B_HUMAN	A2RU67	F234B_HUMAN	FAM234B	622	Homo sapiens	1:Experimental evidence at protein level	Protein FAM234B	1.0	0.999	6	14	14	14	2	0	3	4	5	2	0	3	4	5	2	0	3	4	5	1.2128321E8	0.0	5.3587636E7	1.2927902E8	3.301444E8	
sp|A2RUB6|CCD66_HUMAN	A2RUB6	CCD66_HUMAN	CCDC66	948	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 66	0.9964	0.9684	6	7	7	9	1	0	2	2	2	1	0	2	2	2	1	0	3	2	3	1.2893174E7	0.0	3.764252E7	1.6620275E7	2.3597894E7	
sp|A2RUC4|TYW5_HUMAN	A2RUC4	TYW5_HUMAN	TYW5	315	Homo sapiens	1:Experimental evidence at protein level	tRNA wybutosine-synthesizing protein 5	1.0	0.999	6	22	22	22	6	3	6	2	5	6	3	6	2	5	6	3	6	2	5	5.4725184E8	2.9424384E8	3.2816746E8	3.2055024E8	4.1697197E8	
sp|A2RUS2|DEND3_HUMAN	A2RUS2	DEND3_HUMAN	DENND3	1198	Homo sapiens	1:Experimental evidence at protein level	DENN domain-containing protein 3	1.0	0.999	14	55	55	55	11	13	12	9	10	11	13	12	9	10	11	13	12	9	10	8.038463E8	7.906529E8	5.803405E8	7.414819E8	7.507035E8	
sp|A2VDF0|FUCM_HUMAN	A2VDF0	FUCM_HUMAN	FUOM	154	Homo sapiens	1:Experimental evidence at protein level	Fucose mutarotase	1.0	0.999	3	19	19	19	3	2	5	5	4	3	2	5	5	4	3	2	5	5	4	9.9557736E7	3.5004996E7	1.4150166E8	2.2593506E8	1.9366093E8	
sp|A2VDJ0|T131L_HUMAN	A2VDJ0	T131L_HUMAN	TMEM131L	1609	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 131-like	1.0	0.999	10	27	27	27	8	3	7	4	5	8	3	7	4	5	8	3	7	4	5	2.175527E8	2.774144E7	9.372021E7	5.371909E7	1.7951157E8	
sp|A2VEC9|SSPO_HUMAN	A2VEC9	SSPO_HUMAN	SSPOP	5150	Homo sapiens	2:Experimental evidence at transcript level	SCO-spondin	0.9885	0.9892	4	4	4	4	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0.0	1.5600864E7	212240.7	1865689.2	2202860.0	
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.999	44	296	296	296	49	48	61	76	62	49	48	61	76	62	49	48	61	76	62	6.460614E9	6.5606077E9	7.7751163E9	9.052856E9	1.1544466E10	
sp|A3KN83|SBNO1_HUMAN	A3KN83	SBNO1_HUMAN	SBNO1	1393	Homo sapiens	1:Experimental evidence at protein level	Protein strawberry notch homolog 1	1.0	0.999	21	100	100	100	16	15	28	20	21	16	15	28	20	21	16	15	28	20	21	1.9502033E9	2.2591744E9	2.0819177E9	1.5909213E9	2.246099E9	
sp|A4D126|ISPD_HUMAN	A4D126	ISPD_HUMAN	CRPPA	451	Homo sapiens	1:Experimental evidence at protein level	D-ribitol-5-phosphate cytidylyltransferase	1.0	0.999	5	24	24	24	4	4	4	6	6	4	4	4	6	6	4	4	4	6	6	3.878825E8	3.2329338E8	3.1658387E8	3.5911683E8	3.7176237E8	
sp|A4D161|F221A_HUMAN	A4D161	F221A_HUMAN	FAM221A	298	Homo sapiens	1:Experimental evidence at protein level	Protein FAM221A	1.0	0.999	4	11	11	11	0	1	4	2	4	0	1	4	2	4	0	1	4	2	4	0.0	3.4940132E7	6.3908412E7	5.5788856E7	1.2480181E8	
sp|A4D1B5|GSAP_HUMAN	A4D1B5	GSAP_HUMAN	GSAP	854	Homo sapiens	1:Experimental evidence at protein level	Gamma-secretase-activating protein	1.0	0.999	5	16	16	16	3	2	4	3	4	3	2	4	3	4	3	2	4	3	4	1.33628664E8	6.084769E7	5.408616E7	7.1568616E7	1.7279224E8	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	1.0	0.999	9	48	48	48	8	5	14	8	13	8	5	14	8	13	8	5	14	8	13	1.2210245E9	1.0167992E9	8.3319226E8	6.620486E8	1.8365315E9	
sp|A4D1P6|WDR91_HUMAN	A4D1P6	WDR91_HUMAN	WDR91	747	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 91	1.0	0.999	20	120	120	120	21	14	27	31	27	21	14	27	31	27	21	14	27	31	27	6.513811E9	2.4084897E9	3.4804664E9	4.1167688E9	7.932185E9	
sp|A4D1S0|KLRG2_HUMAN	A4D1S0	KLRG2_HUMAN	KLRG2	409	Homo sapiens	1:Experimental evidence at protein level	Killer cell lectin-like receptor subfamily G member 2	1.0	0.999	6	25	25	25	8	5	4	3	5	8	5	4	3	5	8	5	4	3	5	8.6030483E8	1.8850566E8	2.0058629E9	2.5363654E8	2.8095603E8	
sp|A4D1S5|RAB19_HUMAN	A4D1S5	RAB19_HUMAN	RAB19	217	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-19	1.0	0.999	7	20	20	20	2	4	6	3	5	2	4	6	3	5	2	4	6	3	5	8.475099E7	1.3656517E8	1.9093854E8	1.0826262E8	4.0392496E8	
sp|A4D1U4|DEN11_HUMAN	A4D1U4	DEN11_HUMAN	DENND11	455	Homo sapiens	1:Experimental evidence at protein level	DENN domain-containing protein 11	1.0	0.999	7	23	23	23	6	3	6	4	4	6	3	6	4	4	6	3	6	4	4	5.777541E8	3.6596474E8	2.0985083E8	2.1156918E8	3.3919926E8	
sp|A4D2B0|MBLC1_HUMAN	A4D2B0	MBLC1_HUMAN	MBLAC1	266	Homo sapiens	1:Experimental evidence at protein level	Metallo-beta-lactamase domain-containing protein 1	0.9764	0.999	1	6	6	6	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1.9211461E8	1.1356188E8	9.54704E7	1.2144199E8	4.6624508E7	
sp|A4D2H0|CTGEF_HUMAN	A4D2H0	CTGEF_HUMAN	CTAGE15	777	Homo sapiens	2:Experimental evidence at transcript level	cTAGE family member 15	0.9942	0.9989	8	1	0	72	0	0	1	0	0	0	0	0	0	0	15	14	15	16	12	0.0	0.0	4063074.8	0.0	0.0	sp|Q86UF2|CTGE6_HUMAN
sp|A4FU01|MTMRB_HUMAN	A4FU01	MTMRB_HUMAN	MTMR11	709	Homo sapiens	2:Experimental evidence at transcript level	Myotubularin-related protein 11	1.0	0.999	5	14	14	14	4	3	2	0	5	4	3	2	0	5	4	3	2	0	5	1.8961032E8	8.549434E7	4.504287E7	0.0	1.7260989E8	
sp|A4FU49|SH321_HUMAN	A4FU49	SH321_HUMAN	SH3D21	640	Homo sapiens	2:Experimental evidence at transcript level	SH3 domain-containing protein 21	1.0	0.999	8	11	11	11	3	1	3	2	2	3	1	3	2	2	3	1	3	2	2	7.235144E7	1.595381E7	3.4647056E7	8.810083E7	3.0354316E7	
sp|A5A3E0|POTEF_HUMAN	A5A3E0	POTEF_HUMAN	POTEF	1075	Homo sapiens	1:Experimental evidence at protein level	POTE ankyrin domain family member F	1.0	0.999	21	123	89	3107	15	8	35	35	30	14	8	22	25	20	590	492	638	670	717	5.109799E9	8.0744237E8	9.369357E9	8.13114E9	6.084076E9	
sp|A5D8V6|VP37C_HUMAN	A5D8V6	VP37C_HUMAN	VPS37C	355	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 37C	1.0	0.999	6	52	52	52	11	9	11	11	10	11	9	11	11	10	11	9	11	11	10	2.022503E9	8.149772E8	1.6830252E9	2.7643377E9	4.2838205E9	
sp|A5PKW4|PSD1_HUMAN	A5PKW4	PSD1_HUMAN	PSD	1024	Homo sapiens	1:Experimental evidence at protein level	PH and SEC7 domain-containing protein 1	0.847	0.9926	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.0	0.0	7484467.5	0.0	0.0	
sp|A5PL33|KRBA1_HUMAN	A5PL33	KRBA1_HUMAN	KRBA1	1030	Homo sapiens	1:Experimental evidence at protein level	Protein KRBA1	1.0	0.999	3	8	8	8	2	0	2	3	1	2	0	2	3	1	2	0	2	3	1	4.7707864E7	0.0	2.1413872E7	3.6570376E7	2.9895586E7	
sp|A5PLL7|PDES1_HUMAN	A5PLL7	PDES1_HUMAN	PEDS1	270	Homo sapiens	1:Experimental evidence at protein level	Plasmanylethanolamine desaturase 1	1.0	0.999	2	17	17	17	4	4	3	2	4	4	4	3	2	4	4	4	3	2	4	1.1984873E8	7.879252E7	1.9171856E8	8938950.0	3.7515875E8	
sp|A5PLN9|TPC13_HUMAN	A5PLN9	TPC13_HUMAN	TRAPPC13	417	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 13	1.0	0.999	6	27	27	27	5	3	6	9	4	5	3	6	9	4	5	3	6	9	4	6.8464326E8	4.1065373E8	7.947163E8	5.2703133E8	3.1560768E8	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.999	42	340	340	340	84	62	59	68	67	84	62	59	68	67	84	62	59	68	67	1.9250643E10	1.5744371E10	1.7459427E10	2.068892E10	3.4064542E10	
sp|A5YM69|ARG35_HUMAN	A5YM69	ARG35_HUMAN	ARHGEF35	484	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 35	1.0	0.999	15	11	11	68	2	1	4	2	2	2	1	4	2	2	15	8	15	12	18	1.8822976E8	6.5573616E7	1.4894995E8	3.1593885E8	3.446008E8	
sp|A6H8Y1|BDP1_HUMAN	A6H8Y1	BDP1_HUMAN	BDP1	2624	Homo sapiens	1:Experimental evidence at protein level	Transcription factor TFIIIB component B'' homolog	1.0	0.999	21	34	34	34	7	0	7	8	12	7	0	7	8	12	7	0	7	8	12	1.3010149E8	0.0	1.7430088E8	8.267062E7	3.2480166E8	
